-177210.53291334398,-177474.272660704,-177911.58076137595,-178519.156849696,-179292.36883350404,-180225.33009568008,-181310.93809491198,-182540.93226684802,-183905.95192524802,-185395.61346351999,-186998.56825587194,-188702.63776000004,-190494.83281747202,-192361.52735718395,-194288.49699612797,-196261.092742848,-198264.298898592,-200282.86815999995,-202301.437421408,-204304.64357715208,-206277.239323872,-208204.20896281605,-210070.90350252803,-211863.09855999993,-213567.16806412803,-215170.12285648,-216659.78439475206,-218024.80405315204,-219254.79822508793,-220340.40622432003,-221273.367486496,-222046.579470304,-222654.15555862398,-223091.46365929596,-223355.20340665596,-223443.32896000004,-223355.20340665596,-223091.46365929596,-222654.15555862398,-222046.579470304,-221273.367486496,-220340.40622432003,-219254.79822508793,-218024.80405315204,-216659.78439475206,-215170.12285648,-213567.16806412803,-211863.09855999993,-210070.90350252803,-208204.20896281605
-176262.17456932794,-176524.00701064797,-176958.15259831204,-177561.334834152,-178328.95512424796,-179255.16942216002,-180332.926550544,-181554.02568357604,-182909.17382937603,-184388.06247324002,-185979.42506006404,-187671.17112,-189450.40542926398,-191303.600457408,-193216.634688936,-195174.965070576,-197163.684493704,-199167.65592000005,-201171.627346296,-203160.34676942404,-205118.677151064,-207031.711382592,-208884.906410736,-210664.14071999994,-212355.88677993597,-213947.24936676002,-215426.13801062395,-216781.28615642394,-218002.385289456,-219080.14241784,-220006.356715752,-220773.97700584802,-221377.15924168803,-221811.304829352,-222073.13727067193,-222160.62552000006,-222073.13727067193,-221811.304829352,-221377.15924168803,-220773.97700584802,-220006.356715752,-219080.14241784,-218002.385289456,-216781.28615642394,-215426.13801062395,-213947.24936676002,-212355.88677993597,-210664.14071999994,-208884.906410736,-207031.711382592
-175314.35979059196,-175574.286019072,-176005.27090636807,-176604.06180812797,-177366.09360947198,-178285.56481024,-179355.475567616,-180567.68476006397,-181912.96705126396,-183381.08897535998,-184960.86600089606,-186640.29568,-188406.576669696,-190246.27992371202,-192145.38673510402,-194089.45992806403,-196063.700921856,-198053.08288000006,-200042.46483814402,-202016.70583193604,-203960.779024896,-205859.885836288,-207699.58909030398,-209465.87008,-211145.29975910397,-212725.07678464,-214193.19870873605,-215538.48099993606,-216750.69019238406,-217820.60094975997,-218740.07215052797,-219502.103951872,-220100.89485363202,-220531.87974092795,-220791.80596940804,-220878.65728,-220791.80596940804,-220531.87974092795,-220100.89485363202,-219502.103951872,-218740.07215052797,-217820.60094975997,-216750.69019238406,-215538.48099993606,-214193.19870873605,-212725.07678464,-211145.29975910397,-209465.87008,-207699.58909030398,-205859.885836288
-174367.46907283197,-174625.49094691203,-175053.318215328,-175647.72206428795,-176404.17082531194,-177316.90550303998,-178378.97753913596,-179582.305458144,-180917.73151334398,-182375.09721456,-183943.29997401597,-185610.42528000005,-187363.76557881598,-189189.990212352,-191075.18318198394,-193005.01308614403,-194964.78976617596,-196939.59648,-198914.40319382405,-200874.179873856,-202804.00977801596,-204689.202747648,-206515.427381184,-208268.76768000002,-209935.89298598398,-211504.09574544002,-212961.4614466561,-214296.88750185596,-215500.215420864,-216562.28745695992,-217475.02213468798,-218231.47089571203,-218825.87474467198,-219253.70201308804,-219511.723887168,-219597.93888,-219511.723887168,-219253.70201308804,-218825.87474467198,-218231.47089571203,-217475.02213468798,-216562.28745695992,-215500.215420864,-214296.88750185596,-212961.4614466561,-211504.09574544002,-209935.89298598398,-208268.76768000002,-206515.427381184,-204689.202747648
-173421.66548563202,-173677.78519171197,-174102.458466528,-174692.48029948797,-175443.352430112,-176349.35831904004,-177403.600633536,-178598.057475744,-179923.63861094395,-181370.26043855998,-182926.902220416,-184581.73728,-186322.15174521605,-188134.913233152,-190006.20833558397,-191921.81130374398,-193867.14027657604,-195827.38847999997,-197787.636683424,-199732.965656256,-201648.568624416,-203519.86372684798,-205332.62521478397,-207073.03968000002,-208727.874739584,-210284.5165214399,-211731.138349056,-213056.71948425606,-214251.17632646402,-215305.41864096,-216211.42452988797,-216962.296660512,-217552.31849347203,-217976.99176828802,-218233.111474368,-218318.69088,-218233.111474368,-217976.99176828802,-217552.31849347203,-216962.296660512,-216211.42452988797,-215305.41864096,-214251.17632646402,-213056.71948425606,-211731.138349056,-210284.5165214399,-208727.874739584,-207073.03968000002,-205332.62521478397,-203519.86372684798
-172477.38388121602,-172731.60448025604,-173153.12883686402,-173738.775705344,-174484.08017945598,-175383.36810752,-176429.793299968,-177615.39334067202,-178931.145398272,-180367.04064128,-181912.140049408,-183554.70464,-185282.21407180798,-187081.534078976,-188938.95367859205,-190840.35260467202,-192771.25711948797,-194716.97024,-196662.68336051196,-198593.587875328,-200494.986801408,-202352.4064010239,-204151.72640819201,-205879.23584000004,-207521.80043059203,-209066.89983872,-210502.795081728,-211818.54713932791,-213004.14718003199,-214050.57237247998,-214949.86030054398,-215695.164774656,-216280.81164313602,-216702.335999744,-216956.55659878397,-217041.50144000002,-216956.55659878397,-216702.335999744,-216280.81164313602,-215695.164774656,-214949.86030054398,-214050.57237247998,-213004.14718003199,-211818.54713932791,-210502.795081728,-209066.89983872,-207521.80043059203,-205879.23584000004,-204151.72640819201,-202352.4064010239
-171534.787329168,-171787.112210088,-172205.493267672,-172786.77297871205,-173526.51973168796,-174419.10168696,-175457.72370686402,-176634.48275085594,-177940.42327065603,-179365.61107043998,-180899.188701984,-182529.50472,-184244.13214718402,-186030.03465964805,-187873.60351701602,-189760.823747856,-191677.32954482402,-193608.53352,-195539.737495176,-197456.24329214403,-199343.46352298395,-201187.032380352,-202972.93489281597,-204687.56232,-206317.87833801602,-207851.45596956,-209276.643769344,-210582.58428914397,-211759.34333313597,-212797.96535303997,-213690.547308312,-214430.294061288,-215011.57377232795,-215429.95482991196,-215682.27971083202,-215766.59112,-215682.27971083202,-215429.95482991196,-215011.57377232795,-214430.294061288,-213690.547308312,-212797.96535303997,-211759.34333313597,-210582.58428914397,-209276.643769344,-207851.45596956,-206317.87833801602,-204687.56232,-202972.93489281597,-201187.032380352
-170594.201968656,-170844.635176296,-171259.87964162405,-171836.80151330403,-172571.00240349604,-173456.89269432006,-174487.72819108804,-175655.665102152,-176951.815018752,-178366.31822147997,-179888.39866012795,-181506.49223999993,-183208.26514852807,-184980.778794816,-186810.52646287193,-188683.59825115203,-190585.73605240794,-192502.46184000003,-194419.18762759195,-196321.32542884798,-198194.39721712805,-200024.14488518398,-201796.65853147197,-203498.43144,-205116.52501987206,-206638.60545852,-208053.10866124806,-209349.25857784803,-210517.19548891197,-211548.03098568,-212433.92127650403,-213168.12216669603,-213745.04403837604,-214160.28850370398,-214410.72171134397,-214494.40104,-214410.72171134397,-214160.28850370398,-213745.04403837604,-213168.12216669603,-212433.92127650403,-211548.03098568,-210517.19548891197,-209349.25857784803,-208053.10866124806,-206638.60545852,-205116.52501987206,-203498.43144,-201796.65853147197,-200024.14488518398
-169655.95393884802,-169904.50017396803,-170316.61584139202,-170889.19070283198,-171617.859511568,-172497.07476655996,-173520.14308950398,-174679.279790416,-175965.66343321602,-177369.50858984,-178880.12040582398,-180486.02192,-182174.972253024,-183934.13030412796,-185750.09112817602,-187609.049632416,-189496.85514206399,-191399.13872000008,-193301.422297936,-195189.22780758404,-197048.186311824,-198864.147135872,-200623.305186976,-202312.25551999998,-203918.15703417602,-205428.76885016,-206832.61400678396,-208118.99764958397,-209278.13435049597,-210301.20267344004,-211180.41792843209,-211909.08673716802,-212481.66159860799,-212893.77726603203,-213142.323501152,-213225.37231999997,-213142.323501152,-212893.77726603203,-212481.66159860799,-211909.08673716802,-211180.41792843209,-210301.20267344004,-209278.13435049597,-208118.99764958397,-206832.61400678396,-205428.76885016,-203918.15703417602,-202312.25551999998,-200623.305186976,-198864.147135872
-168720.26066585604,-168966.925066496,-169375.920455424,-169944.160143104,-170667.311933696,-171539.87032832004,-172555.192626688,-173705.55307955202,-174982.19704115202,-176375.41317247998,-177874.58759372804,-179468.33024000007,-181144.49291212801,-182890.331734016,-184692.54325427202,-186537.42690355197,-188410.93914700794,-190298.81983999998,-192186.70053299205,-194060.21277644802,-195905.096425728,-197707.30794598398,-199453.14676787198,-201129.30943999992,-202723.05208627204,-204222.22650752,-205615.44263884804,-206892.086600448,-208042.44705331197,-209057.76935168,-209930.327746304,-210653.47953689605,-211221.719224576,-211630.71461350395,-211877.37901414395,-211959.79904000004,-211877.37901414395,-211630.71461350395,-211221.719224576,-210653.47953689605,-209930.327746304,-209057.76935168,-208042.44705331197,-206892.086600448,-205615.44263884804,-204222.22650752,-202723.05208627204,-201129.30943999992,-199453.14676787198,-197707.30794598398
